id,code,name,credit
739,007460,초미립소재학,3
740,007461,자성체재료,3
741,009020,반도체나노소자,3
742,010081,나노신소재창의연구1(종합설계),3
743,000787,기초역학,3
744,004510,고체역학,3
745,004714,열역학,3
746,006889,기계제도및CAD,3
747,007620,기초설계,3
748,006312,기계제작법,3
749,005233,유체기계,3
750,006891,기계진동학,3
751,007698,응용기계설계,3
752,005232,기초유한요소법,3
753,006486,로보틱스,3
754,007465,연소공학개론,3
755,009850,종합설계A,3
756,012230,에너지자원시스템개론,3
757,009541,전산프로그래밍및실습,3
758,010916,위성원격탐사개론및실습,3
759,011796,지구시스템의이해,3
760,011577,지하공간활용공학,3
761,006657,지질공학및실습,3
762,011800,금속생산회수공학,3
763,011802,디지털자료처리및실습,3
764,011941,지오빅데이터활용,3
765,012237,에너지자원AI로봇공학및실습,3
766,008991,원자및핵물리,3
767,010924,양자공학개론,3
768,011390,원자력공학개론1,3
769,009568,원자로열역학,3
770,009002,원자로열수력학,3
771,009571,방사선계측및실험,3
772,009846,원자력발전소구조해석,3
773,010929,원자로해석실무,3
774,010930,원자로동역학및보호계통,3
775,012019,미래형원전재료,3
776,009590,원자력안전과물리적방호,3
777,009618,환경공학개론,3
778,009815,기상대기과학,3
779,011434,환경정보공학,3
780,012242,데이터기반수질문제해결PBL,3
781,011360,우주항공입문,3
782,011406,항공우주제도및CAD,3
783,006885,비행동역학,3
784,004715,진동학,3
785,004756,압축성유체역학,3
786,010662,메카트로닉스종합설계,3
787,011352,항공우주AI기초,3
788,007164,응용공기역학및설계,3
789,008115,로켓공학및설계,3
790,009249,항공우주공학연구1,3
791,009835,종합설계1,3
792,010922,자율비행체시스템설계2,3
793,011829,자율비행체공학개론,3
794,004755,항공기구조역학,3
795,011827,공기역학2,3
796,008764,군사학개론,3
797,011378,비행기초역학1,3
798,009530,관숙비행,1
799,009532,비행역학,3
800,011067,모의비행이론및실습,3
801,011070,항공안전관리론,3
802,011369,우주기술운용체계1,3
803,006164,무인항공기설계1,3
804,011073,모의비행실습2,2
805,004508,디지털시스템및실험,3
806,008766,군대윤리,3
807,010213,장교직무교육세미나3,0
808,008768,선형대수와시스템이론,3
809,010215,장교직무교육세미나5,0
810,010932,고급프로그래밍언어,3
811,008922,무기체계공학,3
812,010217,장교직무교육세미나7,0
813,008777,응용제어시스템,3
814,008929,로봇공학,3
815,009207,전자전,3
816,010935,국방딥러닝신호처리,3
817,010939,통신공학,3
818,000806,기초한국화1,2
819,005681,기초회화1,2
820,004120,기초소묘,2
821,008659,서양미술사1,2
822,000773,기초서양화1,3
823,009543,인물화,3
824,001798,수묵화,2
825,002398,유화기법1,2
826,003561,한국미술사,2
827,005105,컴퓨터드로잉1,2
828,011236,공간연구,2
829,002390,유화1,3
830,004127,한국화1,3
831,001643,서.현대회화,2
832,003810,현대미술론,2
833,004129,한.현대회화,2
834,007381,멀티미디어와회화1,2
835,007843,미술교과교육론,3
836,001629,서.종합실기1,3
837,004747,한.종합실기1,3
838,005624,사진과회화,1
839,012199,한.캡스톤디자인1,2
840,012200,서.캡스톤디자인1,2
841,008505,기초패턴설계,3
842,010941,패션디자인기초,3
843,008506,패션디자인,3
844,010942,텍스타일캡스톤디자인,3
845,004744,모델드로잉,3
846,007419,한복의복구성,3
847,010943,고급패턴종합설계,3
848,008513,고급패션드레이핑,3
849,007845,의상교과교육론,3
850,010946,기초니트종합설계,3
851,010947,디지털패션종합설계,3
852,012248,인공지능과패션디자인응용,3
853,009941,창작패턴종합설계,3
854,010015,패션소재기획종합설계,3
855,010016,패션컬렉션종합설계,3
856,002894,전공실기1,1
857,004134,연주1,2
858,010640,오케스트라및앙상블1,3
859,012223,디지털악전과음악소프트웨어,3
860,001045,딕션1,2
861,003647,합창1,1
862,007140,현악합주1,2
863,007427,관악합주1,2
864,007706,피아노교수법,3
865,009471,체임버뮤직1,3
866,009482,시창청음1,3
867,002112,연주3,2
868,002902,전공실기3,1
869,003464,피아노문헌1,3
870,009469,딕션3,2
871,004135,합창3,1
872,007424,현악합주3,2
873,007678,관악합주3,2
874,009473,체임버뮤직3,3
875,009479,화성법및대위법1,3
876,009750,레코딩실습1,2
877,009754,리듬연구,3
878,009928,컴퓨터음악2,2
879,010642,오케스트라및앙상블3,3
880,002907,전공실기5,1
881,004137,합창5,1
882,004139,연주5,2
883,001738,성악문헌1,3
884,002455,음악사1,3
885,007679,현악합주5,2
886,007785,관악합주5,2
887,007846,음악교과교육론,3
888,009475,체임버뮤직5,3
889,009486,관현악문헌,3
890,009758,실용음악편곡법,3
891,010645,오케스트라및앙상블5,3
892,002911,전공실기7,1
893,010394,연주7,2
894,002432,음악분석,3
895,007789,현악합주7,2
896,008187,관악합주7,2
897,009477,체임버뮤직7,3
898,009484,오페라워크샾1,1
899,009930,반주문헌1,3
900,010032,즉흥연주기법,3
901,010643,오케스트라및앙상블7,3
902,003220,체육원리,3
903,010952,기초종목실기,2
904,011094,운동과건강,3
905,012089,태권도1,2
906,006902,체육철학,3
907,002552,인체해부학,3
908,003224,체육측정평가,3
909,010953,구기스포츠,2
910,010956,스포츠경영학,3
911,001844,스포츠특강1,2
912,002329,운동생리학,3
913,003218,체육심리학,3
914,006900,레저스포츠1,2
915,007847,체육교과교육론,3
916,005765,졸업시험(P/NP),0
917,007384,스포츠마케팅,3
918,004337,코우치학,3
919,006903,스포츠과학실험법,3
920,010958,스포츠재활,3
921,003768,현대무용기본1,2
922,004495,발레테크닉1,1
923,005656,발레레파토리1,1
924,007217,발레기초1,2
925,008823,모던댄스1,1
926,008827,한국전통무용기교훈련1,1
927,008829,한국창작무용기교훈련1,1
928,008902,한국전통무용기본1,2
929,012247,AI융합워크샵1,1
930,007550,전통타악실기,2
931,008831,신체요법,2
932,004736,발레테크닉3,1
933,005657,발레레파토리3,1
934,008825,모던댄스3,1
935,008834,전통춤기교실습1,1
936,008836,창작춤기교실습1,1
937,012250,AI융합워크샵3,1
938,001187,무용구성법,2
939,008843,한국무용표현법,2
940,010270,발레사,2
941,012252,미디어무용작품분석,2
942,005660,고급현대무용1,1
943,008838,발레테크닉5,1
944,008849,컨템포러리댄스1,1
945,008853,한국전통무용안무1,1
946,008855,한국창작무용안무1,1
947,008868,발레레파토리5,1
948,008858,한국무용창작기법,2
949,009228,발레워크샵1,2
950,010271,발레공연과실습,2
951,011214,무용교육론,3
952,012255,AI무용미디어리서치,2
953,005661,고급현대무용3,1
954,008840,발레테크닉7,1
955,008851,컨템포러리댄스3,1
956,008864,한국전통무용작품분석1,1
957,008866,한국창작무용작품분석1,1
958,008870,발레레파토리7,1
959,009230,캐릭터발레1,1
960,012257,무용미학과디지털비평,2
961,005627,영화개론,3
962,007034,무대매커니즘1,2
963,008673,스토리텔링,2
964,008674,영상표현기초,1
965,008675,연극의이해,2
966,009976,기초연기1(근육과감각훈련),3
967,009977,개별창의연구1,0
968,010970,호흡과발성1,2
969,004522,작품분석,2
970,006171,촬영조명1,3
971,007285,세계연극사,2
972,010054,텍스트와연기실습1,3
973,010056,공연프로덕션실습1,0
974,006174,영화제작WS1,2
975,010053,편집,2
976,010972,신체언어훈련1,2
977,004725,다큐영화제작,2
978,008687,동양영화사,2
979,004732,영화제작WS3,2
980,007848,연극영화교과교육론,3
981,008686,매체연기실습1,2
982,008700,영화기술고급,2
983,010050,화술트레이닝2,3
984,010058,연기실습콜라보레이션1,3
985,006177,영화제작WS5,2
986,008695,장편영화기획,3
987,008696,공연제작Project1,3
988,010059,영화장르연구,3
989,010061,다중매체연기연구,2
990,008726,불법행위법,3
991,012113,LEET언어이해심화,3
992,012114,LEET추리논증연습,3
993,012135,뉴미디어필름메이킹1,3
994,011229,모션그래픽스1:원리,3
995,011231,3D모션디자인,3
996,012139,AI기반콘텐츠전략기획,3
997,012137,AI영상디자인스튜디오1,3
998,012010,문화축제기획프로젝트,3
999,012038,인공지능과스토리텔링,3
1000,011998,미디어문화와플랫폼,3
1001,010999,대중문화연구,3
1002,010748,럭셔리브랜드큐레이션,3
1003,011007,가죽제품설계,3
1004,011010,럭셔리브랜드스튜디오,3
1005,010782,퍼포밍아트1(무대디자인과제작),3
1006,011020,융합캡스톤디자인4,3
1007,011970,GMSW-AI영상편집,3
1008,010504,GMSW-미디어네트워크분석,3
1009,010483,GMSW-글로벌시장과일본문화콘텐츠,3
1010,010605,디자인씽킹,3
1011,010979,실전창업동아리1,3
1012,012050,창업재무,3
1013,012051,온라인커머스실전창업,3
1014,010610,사업계획서,3
1015,011076,인공지능기초수학,3
1016,012052,ES-인공지능과디지털아트,3
1017,011222,시스템생명공학캡스톤디자인Ⅰ,3
1018,011101,문화현장실습,3
1019,011213,예술융합캡스톤디자인,6
1020,008920,해전사,3
1021,010211,장교직무교육세미나1,0
1022,010936,해양체육,1
1023,001938,식품재료학,3
1024,010837,조리기초실습,3
1025,010856,호텔외식조리경영실무1,3
1026,011791,식품안전관리시스템(FSMS),3
1027,011795,글로벌음식문화의이해,3
1028,501229,세계음식문화사,3
1029,011839,세종인을위한전공탐색,1
1030,012057,새잎융합세미나,3
1031,009352,사고와표현1,3
1032,009353,사고와표현2,3
1033,009354,한국의언어와문화1,3
1034,009355,한국의언어와문화2,3
1035,009045,창업과기업가정신1,1
1036,009067,문제해결을위한글쓰기와발표,3
1037,009356,한국전통문화의이해,3
1038,009357,서양철학의이해,3
1039,002657,일반생물학,3
1040,002641,일반물리학2,3
1041,011299,프로그래밍활용-C,3
1042,011301,프로그래밍활용-P,3
1043,004627,채플2,0.5
1044,004794,채플4,0.5
1045,006270,동양의철학사상,3
1046,007210,역사와한국의영토,3
1047,008932,동양고전강독2,1
1048,008933,서양고전강독2,1
1049,009058,서양고전강독4,1
1050,009776,동양의철학사상-공맹과성리학,3
1051,010427,"SHP고전강좌:Reading Intellectus 2",3
1052,010541,"SHP고전강좌:Writing Intellectus 2",3
1053,004626,미래사회와사회변동,3
1054,004630,정보사회와정보이용,3
1055,004798,세계경제의이해,3
1056,005192,생활속의마케팅이해,3
1057,006277,한국사회와여성문제,2
1058,006279,정보사회의사이버윤리,3
1059,008935,현대사회와다문화주의,3
1060,009455,경제학의이해,3
1061,009739,복지국가의이해,3
1062,010133,"Relations between North and South Korea",3
1063,010134,"Korean Politics",3
1064,010667,인문지리학의이해,3
1065,010801,영화산업의이해,3
1066,011258,미디어속한국문화,3
1067,011410,민속담화를통한다문화의이해,3
1068,011415,"인간과도시,부동산",3
1069,005537,지구탐사,3
1070,006846,지구환경과학입문,3
1071,009768,성의과학,3
1072,011412,생활속의GPS,3
1073,011877,"기계,인간,지능",3
1074,012058,생물과인간의삶,3
1075,012080,심리학과인공지능,3
1076,012083,융합과학탐구,3
1077,012084,탐사로여는고고학의세계,3
1078,006215,일본어2,3
1079,007239,글로벌잉글리쉬2,2
1080,007744,인도의정치경제와사회,3
1081,009049,글로벌잉글리쉬2(심화),1
1082,009074,"English Speaking Strategies(TS) 2",2
1083,009346,"English Speaking Strategies(O) 2",2
1084,010802,한류문화의이해,3
1085,011414,한국어프레젠테이션,3
1086,011612,"English Speaking Strategies(IS) 2",2
1087,005824,패션과문화,3
1088,006286,현대인과건강관리,2
1089,006538,현대사회와스포츠,2
1090,007771,교양스키,1
1091,007772,교양배드민턴,1
1092,009261,"K-Pop Music 2",3
1093,009268,"K-Pop Dance 2",3
1094,012076,K-태권도2,2
1095,009034,디자인이노베이션,2
1096,009047,글로벌잉글리쉬2(진로탐색),2
1097,009777,동양고전과기업경영,3
1098,012072,애지헌채플,2
1099,012078,AI시대의정책결정론,3
1100,010415,자기주도창의교양Ⅲ,3
1101,501269,역사속현자들의리더십이야기,3
1102,501320,동양의학(전통의학으로의여행),3
1103,501347,"예술,도시를만나다-동유럽,스페인,미국",3
1104,501350,나를위한커리어코칭,3
1105,501351,철학멘토링,3
1106,501363,알수록재미있는AI도구활용,3
1107,501364,클래식음악산책,3
1108,501366,직업심리학,3
1109,501367,나를표현하는글쓰기,3
1110,501368,생활속의부동산과투자,3
1111,007745,교직소양을위한독서강좌2,1
1112,008335,교육봉사활동2,1
1113,011309,수의세계,3
1114,011315,현대사회와법,3
1115,000496,교육심리,2
1116,000512,교육철학및교육사,2
1117,011183,취창업과진로설계,1
1118,000476,교육방법및교육공학,2
1119,008337,특수교육학개론,2
1120,010534,학교폭력예방및학생의이해,2
1121,010654,안전및조직관리사례연구,2
1122,000534,교육행정및교육경영,2
1123,010656,조직리더십사례연구,2
1124,000607,국어학개론,3
1125,010436,국어어문생활의실제,3
1126,003727,향가여요론,3
1127,010547,매체언어론,3
1128,008369,한국근대소설론,3
1129,008484,한국문학과영상문화,3
1130,007946,한국고전소설론,3
1131,007947,한국현대희곡론,3
1132,008232,국어교과교재연구및지도법,3
1133,008317,국어논리및논술,3
1134,008368,한국문화와한국어교육,3
1135,011953,AI를활용한한국어교육,3
1136,008372,한국어정보처리론,3
1137,008490,한국문학의역사,3
1138,010112,졸업연구및진로2,1
1139,010437,국어화용론,3
1140,008739,현대중국의이해,3
1141,009611,초급중국어,3
1142,011630,일본문화의이해,3
1143,011640,초급일본어2,3
1144,011774,미래사회와언어데이터,3
1145,011777,언어와문화의번역,3
1146,007774,영어어휘와발음,3
1147,002161,영미단편소설,3
1148,006106,영어와컴퓨터,3
1149,006554,국제업무와영어,3
1150,007777,영어토론과발표,3
1151,002238,영어통사론,3
1152,007927,미국사회와문학,3
1153,008233,영어교과교재연구및지도법,3
1154,008318,영어논리및논술,3
1155,008376,영어교육세미나,3
1156,007932,영미명작의세계,3
1157,010377,일본어회화,3
1158,011619,고급일본어,3
1159,011626,일본문장리터러시,3
1160,009087,일문학과역사,3
1161,009091,일본지역연구,3
1162,009089,미디어일본어,3
1163,009090,일본문화콘텐츠,3
1164,008402,한일비교문화론,3
1165,005846,비즈니스일본어,3
1166,008742,국제통상개론,3
1167,007751,중급중국어2,3
1168,009498,중급중국어연습2,3
1169,009503,중국지역문화,3
1170,010520,중한회화연습2,3
1171,010390,무역실무와e트레이드,3
1172,007968,시사중국어,3
1173,008763,한중관계론,3
1174,009505,중국과세계,3
1175,009806,문화유적현장실습1,1
1176,005845,한국의문화유산,3
1177,011671,세계사속의한국사,3
1178,003507,한국고대사,3
1179,009807,문화유적현장실습2,1
1180,001690,서양중세사,3
1181,003608,한국중세사,3
1182,010806,동아시아중세사,3
1183,009808,문화유적현장실습3,1
1184,010256,한국근대사,3
1185,008236,역사교과교재연구및지도법,3
1186,008321,역사논리및논술,3
1187,010254,서양근대사,3
1188,010257,동아시아근대사,3
1189,010259,한국사상·문화사,3
1190,010260,20세기현대사,3
1191,010807,서양사학사,3
1192,009102,교육사의이해,3
1193,005072,교육행정의이론과실제,3
1194,005285,교육공학의이론과실제,3
1195,005855,평생교육방법론,3
1196,011096,에듀테크빅데이터의이해와분석,3
1197,007712,교육통계,3
1198,007713,평생교육프로그램개발론,3
1199,007714,평생교육경영론,3
1200,008235,교육학교과교재연구및지도법,3
1201,008320,교육학논리및논술,3
1202,007715,성인학습및상담,3
1203,007886,사회조사방법론,3
1204,011685,전공한국어읽기,3
1205,011686,한국어숙달도향상,3
1206,011719,"Technical Writing",3
1207,011720,"Seminar on Parliamentary Debate",3
1208,011693,한국문학의이해,3
1209,011694,한국어의미화용론,3
1210,011695,한국어발표와토론,3
1211,011750,국제통상개론,3
1212,010511,한국사회문화의이해,3
1213,011752,한국정치경제의이해,3
1214,011727,"Introduction to International Development",3
1215,011728,"Korea and the World",3
1216,011730,"Regions and the World",3
1217,003725,행정학원론,3
1218,003736,헌법학원론,3
1219,002873,재무행정론,3
1220,003703,행정법,3
1221,009909,조직론2,3
1222,009934,빅데이터와행정분석,3
1223,011843,행정통계분석(응용),3
1224,000686,국제행정론,3
1225,000822,기획론,3
1226,003698,행정관리론,3
1227,007182,행정규제론,3
1228,007245,행정개혁론,3
1229,008237,일반사회교과교재연구및지도법,3
1230,008322,일반사회논리및논술,3
1231,011844,행동경제학과공공정책,3
1232,000392,관료제도론,3
1233,003623,한국행정론,3
1234,009106,정책사례분석,3
1235,008426,미디어의이해,3
1236,011559,광고PR의이해,3
1237,010261,커뮤니케이션통계실무,3
1238,004661,취재보도론,3
1239,008428,HCI와커뮤니케이션,3
1240,010469,통합마케팅커뮤니케이션기획,3
1241,011556,방송콘텐츠기획,3
1242,006593,조직커뮤니케이션,3
1243,007521,미디어산업과정책,3
1244,010262,뉴스큐레이션,3
1245,010472,SNS전략커뮤니케이션,3
1246,006111,프리젠테이션실습,3
1247,007525,매체비평론,3
1248,010480,브랜드콘텐츠제작,3
1249,008712,인권과법,3
1250,008713,계약법,3
1251,008805,법철학,3
1252,009601,헌법2,3
1253,009603,물권법,3
1254,009609,형법각론,3
1255,010494,"Introduction to Finance",3
1256,000398,관리회계,3
1257,003061,조직행동론,3
1258,004218,경영정보론,3
1259,010620,생산관리,3
1260,001092,마케팅조사,3
1261,001766,소비자행동론,3
1262,003359,투자론,3
1263,004010,회계원리2,3
1264,006802,기업재무,3
1265,009875,"Global Supply Chain Management and Sourcing",3
1266,000395,관리경제학,3
1267,001753,세무회계,3
1268,005589,선물옵션이론,3
1269,006798,유통경로관리,3
1270,006800,벤처경영론,3
1271,007251,인적자원개발론,3
1272,007983,금융기관론,3
1273,009254,디지털경영론,3
1274,009257,CEO멘토링2,2
1275,009873,중급회계2,3
1276,010102,"Services Marketing in a Global Context",3
1277,010392,상업교과교재연구및지도법,3
1278,010393,상업논리및논술,3
1279,010851,사이버보안경영론,3
1280,011933,핀테크개론,3
1281,011934,K-MOOC:빅데이터와인공지능마케팅,3
1282,000257,고급회계,3
1283,006697,생명보험,3
1284,007613,경영시뮬레이션,3
1285,000078,거시경제학,3
1286,000182,경제통계,3
1287,000193,경제학설사,3
1288,010815,경제실무영어,3
1289,000649,국제금융론,3
1290,001552,산업조직론,3
1291,007988,게임이론,3
1292,011388,응용계량경제학,3
1293,010455,물류유통경제론,3
1294,011291,자산관리경제학,3
1295,011836,경제학세미나2,3
1296,011753,회계원리,3
1297,000309,관광경영론,3
1298,009770,호텔관광경영통계원론,3
1299,009890,호텔관광조직인적자원관리론,3
1300,003875,호텔관광재무회계,3
1301,006358,여가사회학,3
1302,006609,서비스경영론,3
1303,000388,관광행동론,3
1304,007505,리조트경영론,3
1305,007763,크루즈경영론,3
1306,008239,관광교과교재연구및지도법,3
1307,008324,관광논리및논술,3
1308,009623,호텔관광경제학,3
1309,009637,호텔관광전략경영론,3
1310,009896,국제회의및이벤트기획,3
1311,010686,"HTM 호스피탈리티스마트서비스",3
1312,010687,"HTM 데이터마이닝",3
1313,,현장실습12,12
1314,000331,관광법규,3
1315,009615,국제호텔관광세미나,3
1316,009628,호텔관광수익관리,3
1317,011202,"TPDM AI for Business",3
1318,001948,식품학,3
1319,008455,기초서양조리실습,3
1320,009519,외식서비스마케팅,3
1321,009764,바리스타및음료실습1,3
1322,010683,"SFM 외식서비스앱설계",3
1323,009528,외식전략경영,3
1324,005201,제과제빵실습,3
1325,005596,식품위생관리,3
1326,006128,메뉴계획과디자인,3
1327,007411,동양조리실습,3
1328,007531,식음료원가관리론,3
1329,008457,와인개론,3
1330,010685,"SFM 스마트FM캡스톤디자인",3
1331,011974,외식빅데이터애널리틱스,3
1332,006423,Hospitality산업의이해,3
1333,008469,글로벌식생활문화,3
1334,009390,호텔외식경영실무2,3
1335,009120,HRT서비스경영론,3
1336,009121,HRT프랜차이즈관련법규,3
1337,009398,호텔외식경영실무4,3
1338,010191,연회기획및케이터링경영론,3
1339,011540,급식경영,3
1340,009123,HRT프랜차이즈기업사례연구,3
1341,009400,호텔외식경영실무6,3
1342,010428,커피학개론,3
1343,011486,빅데이터마이닝&시각화,3
1344,009136,HRT창업프로젝트,3
1345,009402,호텔외식경영실무8,3
1346,009386,호텔외식비즈니스의이해,3
1347,010857,호텔외식조리경영실무2,3
1348,011456,사회조사연구방법론,3
1349,011848,기초경제학,3
1350,009406,호텔외식인적자원관리,3
1351,010859,호텔외식조리경영실무4,3
1352,011482,급식경영론,3
1353,011541,호텔외식서비스운영관리,3
1354,011813,식품안전경영시스템(FSMS),3
1355,010846,Patissier실습,3
1356,010861,호텔외식조리경영실무6,3
1357,006702,외식상품개발론,3
1358,009404,프랜차이즈기업사례연구,3
1359,010863,호텔외식조리경영실무8,3
1360,009233,바리스타및음료실습,3
1361,011850,사회조사분석론,3
1362,011539,식음료서비스경영론,3
1363,010847,퐁과소스실습,3
1364,010873,레스토랑경영과창업,3
1365,010867,글로벌퀴진인더키친,3
1366,010870,글로벌조리캡스톤디자인,3
1367,010877,HMR상품기획,3
1368,501329,페스티벌이벤트경영,3
1369,001728,선형대수학2,3
1370,011273,계산수학1,3
1371,003971,확률론,3
1372,005597,미분방정식,3
1373,006596,해석학개론2,3
1374,001503,비모수통계학,3
1375,004030,회귀분석2,3
1376,004311,수리통계학2,3
1377,005599,현대대수학2,3
1378,005895,복소수해석학,3
1379,003339,통계자료분석,3
1380,004585,수학사,3
1381,011432,기초천문학,3
1382,002974,전자기학1,3
1383,006651,은하천문학,3
1384,001778,수리물리2,3
1385,002098,역학2,3
1386,006467,기초천문관측및실습,3
1387,008571,전자학실험,3
1388,009702,계산과학,3
1389,002037,양자역학2,3
1390,002116,열물리학,3
1391,006750,천체분광학개론,3
1392,009820,천문관측및실습(종합설계),3
1393,010885,나노소자의이해,3
1394,000284,고체물리학2,3
1395,007636,성간물질,3
1396,009139,반도체소자물리학,3
1397,009703,중력과상대론,3
1398,010887,핵및입자물리학,3
1399,002358,유기화학2,3
1400,006367,응용분석화학,3
1401,001281,물리화학1,3
1402,002365,유기화학실험,3
1403,006748,단백질생화학,3
1404,004460,무기화학실험,3
1405,004588,생유기화학,3
1406,008240,화학교과교재연구및지도법,3
1407,008325,화학논리및논술,3
1408,001615,생활속의화학,3
1409,008591,고등분석화학,3
1410,009708,기초생물통계학,3
1411,006936,일반생물학2,3
1412,004835,식품미생물학,3
1413,002189,영양화학,3
1414,009329,식품가공기초,3
1415,004107,식품화학2및실험,3
1416,007470,식품생물공학,3
1417,009830,식품개발및실험(종합설계),3
1418,010197,식품분자생물학및실험,3
1419,010198,식품공정학및실험,3
1420,011466,AI푸드테크,3
1421,010201,발효생명공학,3
1422,010203,최신식품생명동향연구,3
1423,001606,생화학2및실험,3
1424,001468,분석화학,3
1425,005213,기기분석학,3
1426,007000,면역학1,3
1427,009667,기초유전공학,3
1428,005143,분자생물학2,3
1429,005900,신경생물학,3
1430,006321,바이러스학,3
1431,009324,암생물학,3
1432,009680,나노생명공학,3
1433,009842,시스템면역학및실험,3
1434,011945,AI기반세포유전자치료,3
1435,005623,분자유전학,3
1436,007002,생물공정학,3
1437,009165,스트레스생물학,3
1438,009841,분자병리학,3
1439,010892,생명공학종합설계,3
1440,005100,식물학,3
1441,008987,바이오자원공학,3
1442,009706,일반생화학,3
1443,009857,분자생물학및실험,3
1444,006116,식물유전공학및실험,3
